year,state,state_name,summary,duration_seconds
2021,FL,Florida,"Red light traveling from west to east over Clearwater, FL.",30
2021,NV,Nevada,my co workers and I were outside our balcony on a break when we saw flying green lights in the sky,180
2021,CA,California,One light heading north but disappeared right above me the second light was just moments after heading east same thing it disappeared r,900
2021,CA,California,"A starlike object in LA swoops rapidly across the sky, links up with 4 other similar objects, and flies off with them in formation.",900
2021,VA,Virginia,"Two ruby red dots, appeared out of thin air and within seconds were miles apart moving abnormally clockwise and counter clock wise.",60
2021,OH,Ohio,"Bright light shifts, dims, suddenly accelerates and disappears.",180
2021,WA,Washington,Bright light in sky,900
2021,CT,Connecticut,3 lights moving north,1200
2021,WY,Wyoming,"Witnessed bright blinking white light, size of a star  with smaller faint flashing red & blue lights; no noise, zig-zaging upward diagi",900
2021,AZ,Arizona,Huge ball of light zoomed over Gold Canyon,1
2021,NY,New York,"Thin, brilliant light moving slowly and then blinking in and out of existence before vanishing",180
2021,NY,New York,"Thin, brilliant light moving slowly and then blinking in and out of existence before vanishing",180
2021,NY,New York,"A small, bright, blinking white light outside my window.  It was stationary for 5-7 minutes, then moved across the window.",600
2021,WV,West Virginia,Lighted object flies directly at United 1520 and makes sharp maneuver.,120
2021,IL,Illinois,Object was moving very fast until it disappeared.  Over 60k feet,60
2021,VA,Virginia,"AS I WAS TAKING A SHORT VIDEO OF PLANE , I SAW IN MY VIDEO A WHITE LIGHT OBJECT FLY DOWNWARD IN FRONT OF PLANE EXTREMELY FAST HIGH SPEE",10
2021,WA,Washington,Bright stationary  white lights in the sky that slowly faded away,15
2021,TX,Texas,"orange light tracking pickup, dashboard flickered",300
2021,FL,Florida,"Multiple lights streaking in succession, in a repeated pattern",60
2021,ID,Idaho,My husband and I was walking the dog late down the dirt road. And we both looked in the same spot in the sky and we seen a bright wight,3
2021,MI,Michigan,Large bright white light traveling towards ground over West Michigan 7 June 2021 22:30,3
2021,FL,Florida,Bright white circle craft that moved in bouncing figure 8 movements and pulsated different colors.,900
2021,TX,Texas,Bright light moving at extremely fast speeds over Mount Cristo Rey,15
2021,MO,Missouri,Many flashing and floating lights in trees surrounding my house.,1800
2021,TX,Texas,"Bright orange ball of light that appeared to move up and down and side to side, also dimming at one point.",1200
2021,NJ,New Jersey,"Unblinking, low-flying, white light",120
2021,NC,North Carolina,I witnessed a very bright light in the sky last night moving east than slowing down and dimming out.,30
2021,MA,Massachusetts,"Lights, white on top, flickering colors on bottom.",300
2021,NE,Nebraska,"We saw about 7 light dots in the sky straight above us.  Looked at the starling tracker and it wasn't that.  They weren't in a line, bu",1800
2021,TX,Texas,Brief two second sighting of bright red light traversing the sky at low altitude in a crescent shape trajectory.,2
2021,CA,California,Wormhole in sky with fast moving star objects,600
2021,MN,Minnesota,"Saw 10 lights appear in the NW ski, one after another. They came down vertically, made a 90 degree turn to the right, and disappeared i",360
2021,VT,Vermont,Felt compelled to lookout at sky at 1030pm May 29 2021 saw brightest light nearby,60
2021,AR,Arkansas,"Slow moving line of lights "". . . . "" maybe musk's satellites",60
2021,MO,Missouri,"Slow moving line of ""stars""",10
2021,OK,Oklahoma,Orange Ribbon of light in the night sky.,180
2021,MN,Minnesota,UFO allowed my awareness of its presence known for the second night this week.,50
2021,UT,Utah,A object presenting characteristics that are not consistent with the SpaceX satellite formation.,120
2021,CT,Connecticut,Three bright white lights in synchronized flight.,30
2021,NV,Nevada,I saw a light that moved side to side and up and down then flashed bright with a baby blue color and a hazy blue aura around it.,20
2021,IN,Indiana,"Day of May 26,2021 Midnight Came home from relatives house Looked up in the sky saw three rows of 6 lights No sooner as I said  babe l",30
2021,WI,Wisconsin,night guard sees light move behind trees,180
2021,CA,California,"3 of us friends were Sitting outside in Town of Sonoma, when we noticed 8 round light moving from southeast to north west/north possibl",300
2021,IL,Illinois,"My husband and I were sitting outside when I noticed lights, that looked like stars, moving in a straight line formation spaced out eve",120
2021,NE,Nebraska,We were getting things ready for the lake the next day when our neighbors hollered at us to come check this out. We went over there and,480
2021,IL,Illinois,"We have an app to see the ISS and we just started looking up at the sky watching the ISS, and one person noticed a line of lights trave",600
2021,WI,Wisconsin,30+ objects moving across the night sky. I've never seen anything like it before.  ((Staarlink satellites??)),120
2021,RI,Rhode Island,Four Glowing Orange Lights,90
2021,VA,Virginia,Dimming Objects over Lynchburg,15
2021,NY,New York,Small distant stationary object that slowly flashed light,360
2021,NY,New York,Small distant stationary object that slowly flashed light.,360
2021,IN,Indiana,"right green light that was coming toward her out of the west for 1 to 1-1/2 minutes, then anomalistic motion",180
2021,GA,Georgia,Light object traveling across sky reacting to second light and defying logic of  coomon air travel,60
2021,WA,Washington,numerous pinpricks of light following each other evenly spaced,1200
2021,MI,Michigan,Bright white light in twilight sky.,120
2021,AL,Alabama,Two objects were headed towards each other then they stopped abruptly. They headed east and 3 other objects came from the east and stop,2100
2021,FL,Florida,"I was outside preying looked up, and the picture says it all. I usually have about 3 sightings a week where I am.",60
2021,IN,Indiana,two lights circling in a figure 8,900
2021,IN,Indiana,It was just a light. Moved around seemed to zoom out of view and back in one or twice.,120
2021,CA,California,"These light have been seen floating in air, zig zagging , falling from sky, finally flew to camera",604800
2021,CA,California,My sister her husband and I were viewing the stars last night. At first we thought we were seeing the starlink satellites but they were,900
2021,NC,North Carolina,At 9:35 pm While setting outside I happen to look up in north west Direction and noticed a string of lights flying toward  the south we,300
2021,PA,Pennsylvania,"3 lights, odd red color",300
2021,NM,New Mexico,"I was at frenchy's field park here in town. About 9 in the evening. I was hanging upside down from the pull up bar, doing my regular ca",300
2021,CA,California,single lights all in a row moving slowly then disappeared,300
2021,OK,Oklahoma,"It was like watching a hundred lights marching off to war, single file",1200
2021,CA,California,"While walking my dog in the early evening on 5/7/21 in Antioch, California around 9:15 p.m., I saw lights about the size of stars movin",120
2021,NC,North Carolina,String of lights over Raleigh near falls lake,240
2021,NM,New Mexico,A string of lights going from south to north.,300
2021,KS,Kansas,"Over New Strawn Ks, a line of white bright objects traveled in a uniform straight line, slowly aprox. 200 to 500mph im guessing. It mig",180
2021,MD,Maryland,Multiple lights moving with constant brightness.,120
2021,IN,Indiana,As I was waiting outside for my uber I looked up to see a sting of 6 lights flying right behind each other ((Starlink satellites??)),180
2021,CO,Colorado,"UFO's over Parker CO night sky, 30 lights moving in a row",240
2021,IL,Illinois,The lights were not flashing and moving at the same speed.,120
2021,WI,Wisconsin,"Dozens of aircraft, seen traveling in a line, outside Madison Wisconsin.  Looked like oriens belt, but with 40 stars instead of 3.",180
2021,CA,California,String of dozens of solid lights,120
2021,CO,Colorado,Bright solid light followed by helicopter,30
2021,NM,New Mexico,"I saw eight moving slow light in the sky ""Fleet""  ((Starlink satellites??))",1200
2021,CO,Colorado,Lights very high in the sky moving aircraft speed moving from SW to NE direction. ((Starlink satellites??)),1200
2021,TN,Tennessee,30+ lights in a line.,600
2021,NM,New Mexico,I saw seven flying craft with lights all flying in a line and then disappearing within seconds with no lights,120
2021,NV,Nevada,40-50 lights in line across the Reno sky.,30
2021,CA,California,At least 100 bright lights in a very long straight line and was very quiet.,600
2021,CA,California,Trail of 60+ lights traveling in a line without sound in close linear formation- not visible on cameras,240
2021,NV,Nevada,Starlight objects moving rapidly in a straight line across the sky.,240
2021,WA,Washington,A large craft with numerous lights forming a line moving silently towards Mt. Rainier (east),20
2021,OR,Oregon,IFO - StarLink satellite train,30
2021,IL,Illinois,bright object moving southeast to northwest,10
2021,FL,Florida,Enormous string made of light instantly appeared and vanished,5
2021,WA,Washington,Triangle formation of twinkling lights,900
2021,WY,Wyoming,"First I would like to say I don't want anyone to think I am crazy. This is not a hoax or a joke, I just want some answers and to know t",20
2021,FL,Florida,I was driving and saw something strange in the sky.   ((NUFORC Note:  Rocket launch from Cape Canaveral.  PD)),300
2021,FL,Florida,"2 extremely bright lights appeared over east coast nearly simultaneously. One appeared to catch fire and fall towards ocean, second app",180
2021,GA,Georgia,Saw a very bright large light moving fairly low and slowly across the Eastern sky.   The light was shining in one direction while movin,600
2021,FL,Florida,((name deleted)),60
2021,GA,Georgia,"12 red lights in the sky low to the horizon in Paulding County, GA.",45
2021,GA,Georgia,"For several months my husband and I watched a strange light not moving in the sky, then he didn't see it for awhile.  Last night it was",15
2021,AZ,Arizona,Bright light moving slowly across the sky,600
2021,ME,Maine,"I was outside at midnight on April 20th 2021 when I saw what I think was multiple UFOS. I was out in the backyard in Bridgton Maine, wh",600
2021,CA,California,420 morning zig zag white light,12
2021,CO,Colorado,A brighly flashing multi-colored light in the night sky over Colorado viewed for a half hour.  ((NUFORC Note:  Sirius??  PD)),1800
2021,KS,Kansas,Driving home early morning 3 bright orange lights were witnessed on the south side of the city on highway 75,300
2021,OR,Oregon,flashing color-changing light in south sky.  ((NUFORC Note:  Possibly Sirius??  PD)),4200
2021,OH,Ohio,cluster of bright lights in non specific formation,300
2021,MI,Michigan,Circle of light alongside a road and disappearing out of sight,30
2021,GA,Georgia,Small ball of white light moving very fast across the sky with no sound or contrail,10
2021,MS,Mississippi,"UFOs flashing lights and flying over remote forest area in Collins, MS for the 2nd time",600
2021,IL,Illinois,Three lit objects below the cloud line.,600
2021,CA,California,"I was sitting at the pier on the beach having a bonfire. There was a group of 6 of us, the 2 of us that were sitting at the fire both s",10
2021,TX,Texas,We were sitting outside in our backyard talking when the UFO appeared out of nowhere in the sky. It was ascending upwards. The UFO itse,60
2021,OH,Ohio,Unexplainable Bright Light,180
2021,CO,Colorado,A fleet of lights that flew across sky. You could see them speed up to another and was unlike anything I have ever seen. At top of the,300
2021,TX,Texas,Witnessed cluster or one large structure traveling from NW to SE over San Antonio Metro.  ((Starlink satellitess??)),8
2021,AZ,Arizona,The light has been moving erratically for weeks,18000
2021,NM,New Mexico,Airborne pilot observed supersonic light/object.  ((NUFORC Note:  Report from airline captain.  PD)),2
2021,AZ,Arizona,"Bright craft light sighting in Peoria, AZ",240
2021,WA,Washington,"We saw a huge, green light flash, then move across the sky and dissapear.  It was very different than a shoiting star or slow moving sa",5
2021,TX,Texas,"A bright pulsing light in DFW area of Texas with multiple colors, slowly moving down after 15 minutes",900
2021,TX,Texas,"A bright pulsing light in DFW area of Texas with multiple colors, slowly moving down after 15 minutes.  ((Sirius??))",900
2021,ID,Idaho,FAST MOVING CRAFT.,15
2021,NJ,New Jersey,"Multiple objects witnessed,changed speed and direction, lights changed color and intensity",1800
2021,AZ,Arizona,I was traveling in my car and looked over and seen a blue light/object in the sky traveling quickly from south to north. Once I stopped,45
2021,OK,Oklahoma,Orange Lights in Muskogee Sky,1200
2021,ME,Maine,"Three white dull lights in triangle formation, moved fast and disappeared.",30
2021,PA,Pennsylvania,Bright white light at high speed SE of Richboro,3
2021,TX,Texas,Video game controller shaped spaceship shoots across the sky early in the morning hours,2
2021,UT,Utah,Bright white light that turned to red and vanished.,300
2021,MD,Maryland,Bright flying object hovered then disappeared in the sky,120
2021,VA,Virginia,Orange lights interacting with each other,30
2021,CT,Connecticut,Potentially Huge UFO with 6 sets of a total 18 lights appears & takes off!,15
2021,MD,Maryland,"A round white light with a ""V"" tail streaming behind it slowly moving across sky.  ((Falcon 9 launch))",600
2021,NY,New York,Driving home with my son and we began seeing flashing lights in sky. I thought that maybe the flashing was caused by stars going in and,240
2021,PA,Pennsylvania,"Six Traveled west to east, bright to dim as they traveled overhead.",1200
2021,CA,California,"Star, blinking strangely on cloudy, starless night.",86400
2021,NY,New York,Large bright purple/blue hovering light,180
2021,FL,Florida,"Bright white lights moving over Treasure Island, FL",600
2021,IL,Illinois,Unknown erratic movement in a :30 second shutter photo.,0.5
2021,NC,North Carolina,"Was looking at what I thought was a plane going through the sky. It was still dark outside so I couldn't see the shape, but only the li",15
2021,WA,Washington,"Two sets of 3 triangular formation red lights flying northbound, no sound, chemical smell afterwards.",300
2021,MS,Mississippi,"UFOs flashing lights and flying over remote forest area in Collins, MS",1200
2021,HI,Hawaii,Green glowing cigar shape descends in to ocean,3
2021,TX,Texas,"An amber light moved horizontally across our backyard, below the neighborhood rooflines. It traveled quickly and silently in a straight",2
2021,CO,Colorado,"Beautiful lights flying intimately over the southwest sky seen from Denver, 3/1/2021.",180
2021,MA,Massachusetts,"Last night on the 27th of February 2021, I was on my 5th floor balcony when I noticed a bright light coming from the Southeast. This is",60
2021,ID,Idaho,I went out onto our back deck which faces East to call our cat. We are directly west (approximately 20 miles) of the airport in Boise a,60
2021,VA,Virginia,A bright flash of white light from straight ahead that passed directly under our airplane within 3-5 seconds of appearing,5
2021,OK,Oklahoma,Was walking dog saw a bright white light in The sky no much higher than a tower moving in a downward angle at a slow but steady speed t,10
2021,IL,Illinois,observed circulating light,1800
2021,CA,California,White lights unevenly spaced travelling from west to east.,240
2021,AZ,Arizona,Light traveling extremely fast,5
2021,PA,Pennsylvania,Very bright gold hovering light,60
2021,CA,California,7 lights moving across the sky,60
2021,AZ,Arizona,Single strand of about 25 silent objects flying in SW direction very close together .,8
2021,CA,California,I saw 20+ lights moving in a row above mid city Los Angeles.,20
2021,AZ,Arizona,String of lights,240
2021,TX,Texas,Blue comet like object in the daytime sky.,3
2021,CA,California,A line (15-20) of white lights moving across the sky 2-18-21 530am NE to SE  seen from San Bernadino . That just appeared like a shooti,60
2021,CA,California,Numerous lights all lined up in the sky moving across the sky.,1800
2021,CA,California,"String of lights/orbs, about 20+, slowly moving in a single line of various spacing in central California, may witnesses",180
2021,NV,Nevada,20-30 bright circle white lights moving across sky in straight line.  ((Starlink satellites??)),180
2021,IN,Indiana,A bright orange light with blue-ish white middle was observed launching upwards into the sky while driving home on a clear night.,420
2021,WA,Washington,Bright orange light over Bremerton,60
2021,LA,Louisiana,Seeing multiple lights in the distance that were too close for any known aircraft,129600
2021,CA,California,I noticed a trail of lights in the sky to the east of Stockton.  ((Starlink satellites??)),120
2021,CA,California,A string of 100 plus white bright lights traveling uniformly on the horizon for 5 plus minutes.   ((Starlink satellites??)),300
2021,CA,California,"In Lincoln, CA at 3:30am a friend and I saw 20 lights moving through the sky.  ((Starlink satellites??))",300
2021,CO,Colorado,Massive string of slow/standard-moving lights in single-file line consumes entire sky ((Starlink satellites??)),600
2021,CO,Colorado,I got into my hot tub and when I looked up I saw a string of about 100 bright lights racing across the sky from NW.  ((Starlinks??)),60
2021,FL,Florida,"White Light with ""water spray"" coming from it's left side.  ((NUFORC Note:  Launch of SLBM from a submarine??  PD))",180
2021,FL,Florida,"Light formed and then cloud formed around it dissapearing, appearing and then completely gone with tiny light going away.",120
2021,FL,Florida,Very bright light with beam vanishes into small cloud.   ((NUFORC Note:  Launch of SLBM from a submarine??  PD)),15
2021,MD,Maryland,"Distant light moving oddly in night sky above Hagerstown, MD",1200
2021,OR,Oregon,"A group of 4, then 6 floating, silent amber steady-glowing lights moving around one another before disappearing one at a time.",120
2021,OH,Ohio,Several orange colored lights in the southern sky about 25 degrees above the horizon moving west to east. Lights clustered close togeth,300
2021,CA,California,Red light separates into two.,1200
2021,NY,New York,Bight fast moving light disappeared in the west,240
2021,PA,Pennsylvania,Light moving across the sky over the Pennsylvania turnpike,20
2021,CA,California,Seen 3 lights zig zagging in the night sky.,129600
2021,MO,Missouri,Bright green ball falling quickly from the sky.,5
2021,TX,Texas,4 orange glowing lights flying in single row formation.  ((Starlink satellites??)),120
2021,FL,Florida,I started videoing object after I witnessed it as a red light hovering,60
2021,CA,California,Bright light similar to a star on broad day light remained static for about 6 minutes over the city of long beach on 1/30/21 at 14:25,240
2021,PA,Pennsylvania,I saw two lights that looked like stars or aircraft flying in formation to the northwest when I walked outside to at around 5:55 am EST,30
2021,OK,Oklahoma,"Light object in the sky near Heavener, Oklahoma",60
2021,IA,Iowa,"Late at night, I saw a very large red light that traveled quickly across the sky and disappeared.",300
2021,OH,Ohio,"small red light, followed by large white light",60
2021,OK,Oklahoma,Three brightly colored lights took up position on the horizon.,900
2021,WA,Washington,Bight ball over apartments landed in wooded area,240
2021,CA,California,The object was a very bright light like a close planet then went very dim and then bright again it was just hovering then flew across t,180
2021,CA,California,Series of lights appear on ridge,900
2021,HI,Hawaii,Large moving bright light over Kauai North Shore,30
2021,IA,Iowa,Bright blue light under the cloud line going in an upward diagonal line until disappearing into the clouds.,10
2021,ID,Idaho,"One light, two lights. Three lights, four.. and they're gone.",30
2021,OH,Ohio,"Looked to north after getting out of car at 7:00 p.m.  Well after dark, 36 degrees F. and 53% humidity.  Seen ghostly cloud formation t",172800
2021,UT,Utah,"I was heading west on 4500 South 2300 East at approximately 7:30 a.m., noticed an object hovering in the sky to the west, I assumed was",120
2021,CO,Colorado,"2 second flash of what appeared to be 5-8 orange lights in a row, really close together, like a craft and happened 2X within 2 minutes.",2
2021,SC,South Carolina,Ball of light speeding through the air.,5
2021,IL,Illinois,My son and I were siting in the Kitchen when a military helicopter flew low overhead (under 500').  We went outside to see what was hap,180
2021,CA,California,Bright red light moving fast and high.,60
2021,NY,New York,"Silent, bright green light darts across night sky and then disappears",2
2021,WA,Washington,My wife and I live outside city limits in Mount Vernon and we see 5 orange lights and 3 bright lights hovering above houses half a mile,86400
2021,PA,Pennsylvania,Green humming lights followed by red blinking light as it passes a separate set of white lights that quickly vanish.,120
2021,CT,Connecticut,While standing on my back porch I saw a very bright light in the distance.The light was traveling in my direction and flew in a east to,300
2021,AZ,Arizona,Orange erratic light over Tucson,60
2021,TX,Texas,Lights circling.,604800
2021,FL,Florida,"I saw a light ascend from the trees just after midnight. I thought it was a Roman candle, but it kept traveling & flied off.",60
2021,NC,North Carolina,Yellow light moving north over Oak Island NC,180
2020,FL,Florida,numerous objects heading southeast in staggered formation of 2-3 each with as many as 6 within 60 degree arc traversing sky from northw,1800
2020,PA,Pennsylvania,Red lights hovering above Pittsburgh suburbs.,300
2020,IA,Iowa,Night red light with small white lights.,240
2020,AR,Arkansas,"It was a green light with a trail, traveling at an insane speed, I have seen shooting stars and this was not one of them.",5
2020,NY,New York,Saw ufo 12-26-2020,5
2020,WA,Washington,A row of horizontal orange lights moving in formation then they began diverging in different directions twinkling on and off until they,480
2020,WA,Washington,My wife and I saw 7 red light in the shy over Renton Wa,1800
2020,NJ,New Jersey,Watched Small bright light travel southwest of manhattan. It was small solid light watched it for a minute or 2. It was lower than the,120
2020,NC,North Carolina,3 bright lights horizontaly in a row,15
2020,WA,Washington,Two lights in night sky moved in controlled patterns both orange with white light dropped from one,300
2020,MI,Michigan,"light in sky ,no sound",5
2020,CA,California,saw a glowing object.shape not discerned. travelling somewhat slowly.direction roughly Northeast to Southwest. large and somewhat Long,30
2020,CO,Colorado,Orange-tinged light faded for 10s and reappeared in slightly different position. No debris trail or noise.,300
2020,AZ,Arizona,White light duplicating itself in a pattern,10
2020,CA,California,Point of light streaks across the sky over Los Angeles,5
2020,CA,California,Streak of horizontal light over Long Beach,4
2020,CA,California,White flash in the sky,3
2020,IA,Iowa,We observed a very bright white light heading west to east at a very high rate of speed. We were on the farm and had very good view of,60
2020,MA,Massachusetts,"Object Emits Bright Light, Turns Off, and Quickly Leaves the Sky",60
2020,NY,New York,"Over 20 lights in formation in most parts non stop over Rochester, NY",300
2020,MD,Maryland,1 object north east bound disappeared then two bright objects disappeared  then the last object covers a large area of the sky making n,2700
2020,NY,New York,BALLS OF LIGHT MOVING IN FIGURE 8,300
2020,AZ,Arizona,"Seen at first as a stationary single point of bright red light, against blue sky, then as changing colors of red, white and black",300
2020,NV,Nevada,"Carson City, 12/10/20: Just after dusk looking at sky. In a split second 2 blue/white lights, streaked very high above me as fast as sn",1
2020,IN,Indiana,Strange lights over Lagrange Indiana 12/10/2020,1800
2020,AZ,Arizona,A series of unusual lights seen in the Southern skies of Tucson,86400
2020,CO,Colorado,"Flashing light in Denver, not plane or helicopter.",600
2020,MD,Maryland,2 sets of lights hovering over the ocean near the inlet.  The lights kept appearing and disappearing in the same area.  The lights were,900
2020,KS,Kansas,Two white lights traveling at a high rate of speed.,300
2020,NM,New Mexico,"Multicolor flickering light shines bright, moves slow up into the sky until it's too far to be seen.",259200
2020,LA,Louisiana,"Here are longitude and latitude  30 18'15"" N 89 52'15"" w  30 17'39"" N 89 52'15""W  30 17'38""N 89 52'23""W",172800
2020,MN,Minnesota,multiple star looking objects traveling in a straight line spaced evenly apart and then disappearing at the same point in the sky.,120
2020,FL,Florida,I was walking out to my truck after dark around 8:30 pm to leave after having dinner with my aunt and uncle. I stopped and looked up to,60
2020,CA,California,"20+ star-like, spread out objects moving in unison",120
2020,FL,Florida,White circle of light and silver - vanished after 2 minutes,120
2020,ID,Idaho,Straight Line of 10 stars seen in the sky to the southwest in western Idaho,120
2020,ID,Idaho,Line of bright white illuminated projectiles,300
2020,WY,Wyoming,Round Light Object in sky,60
2020,OR,Oregon,A stacking column of lights,60
2020,NE,Nebraska,A string of 12 lights moving southwest to northeast,120
2020,TN,Tennessee,As I was leaving work tonight I saw an odd light in the sky above my office. At first I thought it wasa shoot light or maybe a plane. I,300
2020,NM,New Mexico,"Bright lights (at least 10)  in formation traveling at high altitude west to east at supersonic speed over Santa Fe, NM (seriously)",45
2020,ID,Idaho,What looked like plane headlights approaching  that suddenly streaked across the sky.,300
2020,CO,Colorado,Strange lights in a straight line,120
2020,IL,Illinois,saw a vertical line of 6 lights that were equidistant apart rising in the distant sky. They appeared to disappear into the clouds slowl,15
2020,CO,Colorado,"strange 10+ perfectly diagonal lights over boulder, colorado foothills",60
2020,MN,Minnesota,I was smoking outside my apartment that night. Since Ilive in thecity there are no stars in the sky. The only thing I can see in the ea,60
2020,VA,Virginia,Strange flashing lights hovering and the sound of whales singing from all around me in the sky,300
2020,CO,Colorado,Stream of perfectly spaced light objects,180
2020,AZ,Arizona,"Steady line of small lights travelling west to east in Tucson approximately 18:45 December 2, 2020",120
2020,CA,California,A single line of 25 flying light objects flying moving faster than a satellite,60
2020,CA,California,"On Wednesday December 02, 2020 at approximately 1744 hours while working out at Norman Park in Chula Vista, California located at Del M",60
2020,PA,Pennsylvania,Saw a massive bright green beam of light shoot out of the ground into the sky,2
2020,IL,Illinois,"2 White lights moving in unison in Granite City, IL",8
2020,AL,Alabama,Bright light moving sporadically up and down and across the sky,10
2020,MI,Michigan,Extremely bright mirror like light that left vapor trail then disappeared in clear sky,300
2020,AL,Alabama,"Saw a teal light , thought it was lightening at first but the teal color was solid and stayed there for a few seconds and blinked a few",10
2020,TX,Texas,3 red/orange objects rapidly move across the sky near Dallas on Thanksgiving eve,480
2020,AR,Arkansas,There was a white light to the southwest looking towards union County that flickered and zig zagged right above tree line of our pastur,600
2020,MN,Minnesota,Bright light moved across the Northern sky and suddenly dissappeared,15
2020,GA,Georgia,The light was so bright that it literally went into our bedroom at night and made it difficult to sleep. We could see the light through,2400
2020,TX,Texas,"About 12 colored lights floating in a group overhead, some purple, green, and yellow/white just within the cloud line",120
2020,WI,Wisconsin,Three bright lights traveling fast,180
2020,IL,Illinois,Stationary light fades from view,180
2020,WA,Washington,Light hovering 200 over ridge line viewed for 10-15min from multiple angles,900
2020,VT,Vermont,Bright light dropping vertically from sky then disappearing.,3
2020,PA,Pennsylvania,The whole thing lasted 2 seconds and made a letter U in the sky as it disappeared like it was turning around to point back to sky.,2
2020,UT,Utah,Orange light making strange turns.,120
2020,FL,Florida,Very bright object flying approximately at an altitude of a commercial airliner with no strobe lights and the brightness continued as i,240
2020,AZ,Arizona,While driving saw a bright red flash. A light appeared to be moving with our vehicle. We couldnt identify it. After we arrived at home,120
2020,FL,Florida,"Glowing multiple lights, stationary, looking west, in Orlando",86400
2020,TX,Texas,Two lights over Austin,120
2020,OK,Oklahoma,I saw two very different UFOs in the same night.  This is the first of the sightings.  I was watching the sunset and it was still very,120
2020,WA,Washington,Stationary bright light at approximately 2000 feet which split into two lights and disappeared.,300
2020,NH,New Hampshire,Me and my wife were going out to the car for work and seen a bright light out towards center harbor it was round with what u could call,1200
2020,CA,California,"Erratic Lights around Sirius, Rigel, and Gemini.",60
2020,FL,Florida,Onject souring through sky with a quick light flash before it disappeared.,60
2020,VA,Virginia,There were bright orange lights side by side moving very slowly. Sometimes there was one lone light. One bright light followed with ano,300
2020,VA,Virginia,2 lights following each other at high speed. No blinking lights and no engine noise. They kept the same distance apart and went across,120
2020,VA,Virginia,Seen a light in western sky traveling east as it got closer it was 2 dots i took pictures,600
2020,NC,North Carolina,I saw two lights moving in an irregular pattern. They were spaced too far apart to be connected on an airplane and I saw nothing connec,180
2020,CT,Connecticut,Two star like objects moving across the sky,120
2020,MD,Maryland,Two White Lights Over Baltimore,360
2020,NC,North Carolina,Ufo/lights flying in weird formation.  One of the ufo's the front and rear light seemed to be a mile apart yet with precise movement.,300
2020,CO,Colorado,Observed a point of light move and stop in the evening sky.,2400
2020,VA,Virginia,I was at my local basketball courts with some friends and we saw lights moving in the sky in ways that didnt seem normal. There was an,600
2020,AZ,Arizona,"Star-like object moving across sky, swerving side to side.",300
2020,OR,Oregon,"I was looking North at the Big Dipper and North Star, when I spotted a object that was white or a bright light appear to the West at ap",30
2020,AZ,Arizona,At approx 6:15 am I was getting off work when I witnessed a large orange light going very fast in Northern direction by verde valley me,900
2020,PA,Pennsylvania,Star-like object moves around in one place and seems to be searching.,900
2020,CA,California,I saw a distant light that sped off much faster than any normal aircraft.,10
2020,OH,Ohio,bright satellite moving to the southeast ejecting a bright flash.,180
2020,NJ,New Jersey,UFO sighting outside CVS.,180
2020,CA,California,5 very  brights lights,60
2020,PA,Pennsylvania,Possible UFO sighting in small town.,180
2020,VA,Virginia,"White ball-shaped light heading East along the Potomac River toward Washington, DC (not a plane or helicopter)",1200
2020,CA,California,"Seven consecutive noiseless, extremely high altitude.single file in north easterly direction. ((Starlink satellites?))",240
2020,MA,Massachusetts,Me and my girlfriend Witnessed to moving lights around the planet mars just when the sun went down. It looked like one light faded away,180
2020,IL,Illinois,The sighting Starting at around 10:00 pm my brother and I filmed and took photos of a low flying light or craft hovering over our home.,86400
2020,ID,Idaho,"Points of light moving erratically in the sky, sometimes at great speed.",2400
2020,VT,Vermont,Pulled out of parking lot onto street & and saw 3 green lights in the sky ahead of me while driving. It caught my eye because it was un,300
2020,PA,Pennsylvania,2 Lights Dancing in Sky,180
2020,TX,Texas,Distant star like UFO with seemingly impossible movements trails a commercial aircraft briefly before disappearing.,15
2020,IN,Indiana,"((HOAX??))  Got a video.  ((NUFORC Note:  Source of report provides little information, and no contact data.  PD))",120
2020,WA,Washington,Fast moving object in the night sky,10
2020,OR,Oregon,Rapid moving white light.,60
2020,FL,Florida,I saw a false God over 200 ft tall .made of human souls,600
2020,KS,Kansas,it was loud and bright,60
2020,TX,Texas,"A light in the sky appeared out of nowhere, moved towards me, slowly passed over me, turned around, slowed down, stopped, and faded off",600
2020,NV,Nevada,I just saw something that I can only describe as a UFO.  I've lived in Las Vegas for 3 years. I live not far from the airport and am ac,90
2020,OH,Ohio,Spotted red and green switching lights from my deck 10-31-20 at approximately 2200hrs took 4 different short videos. Video show changin,600
2020,NY,New York,I saw what I thought was a star and it had stayed there for quite some time. All of a sudden it dropped from the sky and disappeared ov,2
2020,AK,Alaska,I have video,10
2020,TX,Texas,"Driving south on Curry Pool rd after leaving a gas station at dusk, as we came to a stop sign at a T-intersection (Curry Pool rd and FM",900
2020,ID,Idaho,"10-29-2020 06:30  Pocatello circles 3 minutes white star dots northeast sky over Pocatello, Idaho 11-10-2929",180
2020,OR,Oregon,More than 20 lights moving across the sky in a line formation.   ((Starlink satellites?)),600
2020,OR,Oregon,Extraordinary bright and large light seen a few seconds apart in two different directions in the night sky.,3
2020,FL,Florida,Palm Beach County little dipper shaped UFO sighting,20
2020,TX,Texas,Spaceship or ufo of some sort vertically spinning with lights.   ((Starlink satellites?)),7
2020,TX,Texas,"Long string of unnatural lights alternating between white, yellow and blue. There were 15-20 individual lights ((Starlink satellites?))",30
